Song,Artist,Country,Year,Language,Grand Final Place,Grand Final Points,Semifinal,Semifinal Place,Semifinal Points
"Hvala, ne!",Lea Sirk,Slovenia,2018,Slovene,22.0,64.0,2.0,8.0,132.0
Tu canción,Amaia & Alfred,Spain,2018,Spanish,23.0,61.0,,,
Dance You Off,Benjamin Ingrosso,Sweden,2018,English,7.0,274.0,2.0,2.0,254.0
Stones,ZiBBZ,Switzerland,2018,English,,0.0,1.0,13.0,86.0
Under the Ladder,Mélovin,Ukraine,2018,English,17.0,130.0,2.0,6.0,179.0
Storm,SuRie,United Kingdom,2018,English,24.0,48.0,,,
Ktheju tokës,Jonida Maliqi,Albania,2019,Albanian,17.0,90.0,2.0,9.0,96.0
Walking Out,Srbuk,Armenia,2019,English,,0.0,2.0,16.0,49.0
Zero Gravity,Kate Miller-Heidke,Australia,2019,English,9.0,284.0,1.0,1.0,261.0
Limits,PÆNDA,Austria,2019,English,,0.0,2.0,17.0,21.0
Truth,Chingiz,Azerbaijan,2019,English,8.0,302.0,2.0,5.0,224.0
Like It,ZENA,Belarus,2019,English,24.0,31.0,1.0,10.0,122.0
Wake Up,Eliot,Belgium,2019,English,,0.0,1.0,13.0,70.0
The Dream,Roko,Croatia,2019,English,,0.0,2.0,14.0,64.0
The Dream,Roko,Croatia,2019,Croatian,,0.0,2.0,14.0,64.0
Replay,Tamta,Cyprus,2019,English,13.0,109.0,1.0,9.0,149.0
Friend of a Friend,Lake Malawi,Czech Republic,2019,English,11.0,157.0,1.0,2.0,242.0
Love Is Forever,Leonora,Denmark,2019,English,12.0,120.0,2.0,10.0,94.0
Love Is Forever,Leonora,Denmark,2019,French,12.0,120.0,2.0,10.0,94.0
Storm,Victor Crone,Estonia,2019,English,20.0,76.0,1.0,4.0,198.0
Look Away,Darude feat. Sebastian Rejman,Finland,2019,English,,0.0,1.0,17.0,23.0
Roi,Bilal Hassani,France,2019,French,16.0,105.0,,,
Roi,Bilal Hassani,France,2019,English,16.0,105.0,,,
Keep on Going,Oto Nemsadze,Georgia,2019,Georgian,,0.0,1.0,14.0,62.0
Sister,S!sters,Germany,2019,English,25.0,24.0,,,
Better Love,Katerine Duska,Greece,2019,English,21.0,74.0,1.0,5.0,185.0
Az én apám,Joci Pápai,Hungary,2019,Hungarian,,0.0,1.0,12.0,97.0
Hatrið mun sigra,Hatari,Iceland,2019,Icelandic,10.0,232.0,1.0,3.0,221.0
22,Sarah McTernan,Ireland,2019,English,,0.0,2.0,18.0,16.0
Home,Kobi Marimi,Israel,2019,English,23.0,35.0,,,
Soldi,Mahmood,Italy,2019,Italian,2.0,472.0,,,
That Night,Carousel,Latvia,2019,English,,0.0,2.0,15.0,50.0
Run with the Lions,Jurij Veklenko,Lithuania,2019,English,,0.0,2.0,11.0,93.0
Chameleon,Michela,Malta,2019,English,14.0,107.0,2.0,8.0,157.0
Stay,Anna Odobescu,Moldova,2019,English,,0.0,2.0,12.0,85.0
Heaven,D mol,Montenegro,2019,English,,0.0,1.0,16.0,46.0
Arcade,Duncan Laurence,Netherlands,2019,English,1.0,498.0,2.0,1.0,280.0
Proud,Tamara Todevska,North Macedonia,2019,English,7.0,305.0,2.0,2.0,239.0
Spirit in the Sky,KEiiNO,Norway,2019,English,6.0,331.0,2.0,7.0,210.0
Spirit in the Sky,KEiiNO,Norway,2019,Northern Sami,6.0,331.0,2.0,7.0,210.0
Fire of Love (Pali się),Tulia,Poland,2019,Polish,,0.0,1.0,11.0,120.0
Fire of Love (Pali się),Tulia,Poland,2019,English,,0.0,1.0,11.0,120.0
Telemóveis,Conan Osiris,Portugal,2019,Portuguese,,0.0,1.0,15.0,51.0
On a Sunday,Ester Peony,Romania,2019,English,,0.0,2.0,13.0,71.0
Scream,Sergey Lazarev,Russia,2019,English,3.0,370.0,2.0,6.0,217.0
Say Na Na Na,Serhat,San Marino,2019,English,19.0,77.0,1.0,8.0,150.0
Kruna (Круна),Nevena Božović,Serbia,2019,Serbian,18.0,89.0,1.0,7.0,156.0
Sebi,Zala Kralj & Gašper Šantl,Slovenia,2019,Slovene,15.0,105.0,1.0,6.0,167.0
La venda,Miki,Spain,2019,Spanish,22.0,54.0,,,
Too Late for Love,John Lundvik,Sweden,2019,English,5.0,334.0,2.0,3.0,238.0
She Got Me,Luca Hänni,Switzerland,2019,English,4.0,364.0,2.0,4.0,232.0
Bigger than Us,Michael Rice,United Kingdom,2019,English,26.0,11.0,,,
Karma,Anxhela Peristeri,Albania,2021,Albanian,21.0,57.0,2.0,10.0,112.0
Technicolour,Montaigne,Australia,2021,English,,0.0,1.0,14.0,28.0
Amen,Vincent Bueno,Austria,2021,English,,0.0,2.0,12.0,66.0
Mata Hari,Efendi,Azerbaijan,2021,English,20.0,65.0,1.0,8.0,138.0
The Wrong Place,Hooverphonic,Belgium,2021,English,19.0,74.0,1.0,9.0,117.0
Growing Up Is Getting Old,Victoria,Bulgaria,2021,English,11.0,170.0,2.0,3.0,250.0
Tick-Tock,Albina,Croatia,2021,English,,0.0,1.0,11.0,110.0
Tick-Tock,Albina,Croatia,2021,Croatian,,0.0,1.0,11.0,110.0
El diablo,Elena Tsagrinou,Cyprus,2021,English,16.0,94.0,1.0,6.0,170.0
Omaga,Benny Cristo,Czech Republic,2021,English,,0.0,2.0,15.0,23.0
Øve os på hinanden,Fyr & Flamme,Denmark,2021,Danish,,0.0,2.0,11.0,89.0
The Lucky One,Uku Suviste,Estonia,2021,English,,0.0,2.0,13.0,58.0
Dark Side,Blind Channel,Finland,2021,English,6.0,301.0,2.0,5.0,234.0
Voilà,Barbara Pravi,France,2021,French,2.0,499.0,,,
You,Tornike Kipiani,Georgia,2021,English,,0.0,2.0,16.0,16.0
I Don't Feel Hate,Jendrik,Germany,2021,English,25.0,3.0,,,
Last Dance,Stefania,Greece,2021,English,10.0,170.0,2.0,6.0,184.0
10 Years,Daði og Gagnamagnið,Iceland,2021,English,4.0,378.0,2.0,2.0,288.0
Maps,Lesley Roy,Ireland,2021,English,,0.0,1.0,16.0,20.0
Set Me Free,Eden Alene,Israel,2021,English,17.0,93.0,1.0,5.0,192.0
Zitte e buoni,Måneskin,Italy,2021,Italian,1.0,524.0,,,
The Moon Is Rising,Samanta Tīna,Latvia,2021,English,,0.0,2.0,17.0,14.0
Discoteque,The Roop,Lithuania,2021,English,8.0,220.0,1.0,4.0,203.0
Je me casse,Destiny,Malta,2021,English,7.0,255.0,1.0,1.0,325.0
Sugar,Natalia Gordienko,Moldova,2021,English,13.0,115.0,2.0,7.0,179.0
Birth of a New Age,Jeangu Macrooy,Netherlands,2021,English,23.0,11.0,,,
Birth of a New Age,Jeangu Macrooy,Netherlands,2021,Srnan Tongo,23.0,11.0,,,
Here I Stand,Vasil,North Macedonia,2021,English,,0.0,1.0,15.0,23.0
Fallen Angel,Tix,Norway,2021,English,18.0,75.0,1.0,10.0,115.0
The Ride,Rafał,Poland,2021,English,,0.0,2.0,14.0,35.0
Love Is on My Side,The Black Mamba,Portugal,2021,English,12.0,153.0,2.0,4.0,239.0
Amnesia,Roxen,Romania,2021,English,,0.0,1.0,12.0,85.0
Russian Woman,Manizha,Russia,2021,Russian,9.0,204.0,1.0,3.0,225.0
Russian Woman,Manizha,Russia,2021,English,9.0,204.0,1.0,3.0,225.0
Adrenalina,Senhit feat. Flo Rida,San Marino,2021,English,22.0,50.0,2.0,9.0,118.0
Loco Loco,Hurricane,Serbia,2021,Serbian,15.0,102.0,2.0,8.0,124.0
Amen,Ana Soklič,Slovenia,2021,English,,0.0,1.0,13.0,44.0
Voy a quedarme,Blas Cantó,Spain,2021,Spanish,24.0,6.0,,,
Voices,Tusse,Sweden,2021,English,14.0,109.0,1.0,7.0,142.0
Tout l'Univers,Gjon's Tears,Switzerland,2021,French,3.0,432.0,2.0,1.0,291.0
Shum (Шум),Go_A,Ukraine,2021,Ukrainian,5.0,364.0,1.0,2.0,267.0
Embers,James Newman,United Kingdom,2021,English,26.0,0.0,,,
Sekret,Ronela Hajati,Albania,2022,Albanian,,0.0,1.0,12.0,58.0
Sekret,Ronela Hajati,Albania,2022,English,,0.0,1.0,12.0,58.0
Snap,Rosa Linn,Armenia,2022,English,20.0,61.0,1.0,5.0,187.0
Not the Same,Sheldon Riley,Australia,2022,English,15.0,125.0,2.0,2.0,243.0
Halo,Lumix feat. Pia Maria,Austria,2022,English,,0.0,1.0,15.0,42.0
Fade to Black,Nadir Rustamli,Azerbaijan,2022,English,16.0,106.0,2.0,10.0,96.0
Miss You,Jérémie Makiese,Belgium,2022,English,19.0,64.0,2.0,8.0,151.0
Intention,Intelligent Music Project,Bulgaria,2022,English,,0.0,1.0,16.0,29.0
Guilty Pleasure,Mia Dimšić,Croatia,2022,English,,0.0,1.0,11.0,75.0
Guilty Pleasure,Mia Dimšić,Croatia,2022,Croatian,,0.0,1.0,11.0,75.0
Ela,Andromache,Cyprus,2022,English,,0.0,2.0,12.0,63.0
Ela,Andromache,Cyprus,2022,Greek,,0.0,2.0,12.0,63.0
Lights Off,We Are Domi,Czech Republic,2022,English,22.0,38.0,2.0,4.0,227.0
The Show,Reddi,Denmark,2022,English,,0.0,1.0,13.0,55.0
Hope,Stefan,Estonia,2022,English,13.0,141.0,2.0,5.0,209.0
Jezebel,The Rasmus,Finland,2022,English,21.0,38.0,2.0,7.0,162.0
Fulenn,Alvan and Ahez,France,2022,Breton,24.0,17.0,,,
Lock Me In,Circus Mircus,Georgia,2022,English,,0.0,2.0,18.0,22.0
Rockstars,Malik Harris,Germany,2022,English,25.0,6.0,,,
Die Together,Amanda Georgiadi Tenfjord,Greece,2022,English,8.0,215.0,1.0,3.0,211.0
Með hækkandi sól,Systur,Iceland,2022,Icelandic,23.0,20.0,1.0,10.0,103.0
That's Rich,Brooke,Ireland,2022,English,,0.0,2.0,15.0,47.0
I.M,Michael Ben David,Israel,2022,English,,0.0,2.0,13.0,61.0
Brividi,Mahmood and Blanco,Italy,2022,Italian,6.0,268.0,,,
Eat Your Salad,Citi Zēni,Latvia,2022,English,,0.0,1.0,14.0,55.0
Sentimentai,Monika Liu,Lithuania,2022,Lithuanian,14.0,128.0,1.0,7.0,159.0
I Am What I Am,Emma Muscat,Malta,2022,English,,0.0,2.0,16.0,47.0
Trenulețul,Zdob și Zdub and Advahov Brothers,Moldova,2022,Romanian,7.0,253.0,1.0,8.0,154.0
Breathe,Vladana,Montenegro,2022,English,,0.0,2.0,17.0,33.0
Breathe,Vladana,Montenegro,2022,Italian,,0.0,2.0,17.0,33.0
De diepte,S10,Netherlands,2022,Dutch,11.0,171.0,1.0,2.0,221.0
Circles,Andrea,North Macedonia,2022,English,,0.0,2.0,11.0,76.0
Give That Wolf a Banana,Subwoolfer,Norway,2022,English,10.0,182.0,1.0,6.0,177.0
River,Ochman,Poland,2022,English,12.0,151.0,2.0,6.0,198.0
"Saudade, saudade",Maro,Portugal,2022,English,9.0,207.0,1.0,4.0,208.0
"Saudade, saudade",Maro,Portugal,2022,Portuguese,9.0,207.0,1.0,4.0,208.0
Llámame,Wrs,Romania,2022,English,18.0,65.0,2.0,9.0,118.0
Llámame,Wrs,Romania,2022,Spanish,18.0,65.0,2.0,9.0,118.0
Stripper,Achille Lauro,San Marino,2022,Italian,,0.0,2.0,14.0,50.0
Stripper,Achille Lauro,San Marino,2022,English,,0.0,2.0,14.0,50.0
In corpore sano,Konstrakta,Serbia,2022,Serbian,5.0,312.0,2.0,3.0,237.0
In corpore sano,Konstrakta,Serbia,2022,Latin,5.0,312.0,2.0,3.0,237.0
Disko,LPS,Slovenia,2022,Slovene,,0.0,1.0,17.0,15.0
SloMo,Chanel,Spain,2022,Spanish,3.0,459.0,,,
SloMo,Chanel,Spain,2022,English,3.0,459.0,,,
Hold Me Closer,Cornelia Jakobs,Sweden,2022,English,4.0,438.0,2.0,1.0,396.0
Boys Do Cry,Marius Bear,Switzerland,2022,English,17.0,78.0,1.0,9.0,118.0
Stefania,Kalush Orchestra,Ukraine,2022,Ukrainian,1.0,631.0,1.0,1.0,337.0
Space Man,Sam Ryder,United Kingdom,2022,English,2.0,466.0,,,
Duje,Albina and Familja Kelmendi,Albania,2023,Albanian,22.0,76.0,2.0,9.0,83.0
Future Lover,Brunette,Armenia,2023,English,14.0,122.0,2.0,6.0,99.0
Future Lover,Brunette,Armenia,2023,Armenian,14.0,122.0,2.0,6.0,99.0
Promise,Voyager,Australia,2023,English,9.0,151.0,2.0,1.0,149.0
Who the Hell Is Edgar?,Teya and Salena,Austria,2023,English,15.0,120.0,2.0,2.0,137.0
Tell Me More,TuralTuranX,Azerbaijan,2023,English,,0.0,1.0,14.0,4.0
Because of You,Gustaph,Belgium,2023,English,7.0,182.0,2.0,8.0,90.0
Mama ŠČ!,Let 3,Croatia,2023,Croatian,13.0,123.0,1.0,8.0,76.0
Break a Broken Heart,Andrew Lambrou,Cyprus,2023,English,12.0,126.0,2.0,7.0,94.0
My Sister's Crown,Vesna,Czech Republic,2023,English,10.0,129.0,1.0,4.0,110.0
My Sister's Crown,Vesna,Czech Republic,2023,Ukrainian,10.0,129.0,1.0,4.0,110.0
My Sister's Crown,Vesna,Czech Republic,2023,Czech,10.0,129.0,1.0,4.0,110.0
My Sister's Crown,Vesna,Czech Republic,2023,Bulgarian,10.0,129.0,1.0,4.0,110.0
Breaking My Heart,Reiley,Denmark,2023,English,,0.0,2.0,14.0,6.0
Bridges,Alika,Estonia,2023,English,8.0,168.0,2.0,10.0,74.0
Cha Cha Cha,Käärijä,Finland,2023,Finnish,2.0,526.0,1.0,1.0,177.0
Évidemment,La Zarra,France,2023,French,16.0,104.0,,,
Echo,Iru,Georgia,2023,English,,0.0,2.0,12.0,33.0
Blood & Glitter,Lord of the Lost,Germany,2023,English,26.0,18.0,,,
What They Say,Victor Vernicos,Greece,2023,English,,0.0,2.0,13.0,14.0
Power,Diljá,Iceland,2023,English,,0.0,2.0,11.0,44.0
We Are One,Wild Youth,Ireland,2023,English,,0.0,1.0,12.0,10.0
Unicorn,Noa Kirel,Israel,2023,English,3.0,362.0,1.0,3.0,127.0
Due vite,Marco Mengoni,Italy,2023,Italian,4.0,350.0,,,
Aijā,Sudden Lights,Latvia,2023,English,,0.0,1.0,11.0,34.0
Stay,Monika Linkytė,Lithuania,2023,English,11.0,127.0,2.0,4.0,110.0
Dance (Our Own Party),The Busker,Malta,2023,English,,0.0,1.0,15.0,3.0
Soarele și luna,Pasha Parfeni,Moldova,2023,Romanian,18.0,96.0,1.0,5.0,109.0
Burning Daylight,Mia Nicolai and Dion Cooper,Netherlands,2023,English,,0.0,1.0,13.0,7.0
Queen of Kings,Alessandra,Norway,2023,English,5.0,268.0,1.0,6.0,102.0
Solo,Blanka,Poland,2023,English,19.0,93.0,2.0,3.0,124.0
Ai coração,Mimicat,Portugal,2023,Portuguese,23.0,59.0,1.0,9.0,74.0
D.G.T. (Off and On),Theodor Andrei,Romania,2023,Romanian,,0.0,2.0,15.0,0.0
D.G.T. (Off and On),Theodor Andrei,Romania,2023,English,,0.0,2.0,15.0,0.0
Like an Animal,Piqued Jacks,San Marino,2023,English,,0.0,2.0,16.0,0.0
Samo mi se spava,Luke Black,Serbia,2023,Serbian,24.0,30.0,1.0,10.0,37.0
Samo mi se spava,Luke Black,Serbia,2023,English,24.0,30.0,1.0,10.0,37.0
Carpe Diem,Joker Out,Slovenia,2023,Slovene,21.0,78.0,2.0,5.0,103.0
Eaea,Blanca Paloma,Spain,2023,Spanish,17.0,100.0,,,
Tattoo,Loreen,Sweden,2023,English,1.0,583.0,1.0,2.0,135.0
Watergun,Remo Forrer,Switzerland,2023,English,20.0,92.0,1.0,7.0,97.0
Heart of Steel,Tvorchi,Ukraine,2023,English,6.0,243.0,,,
Heart of Steel,Tvorchi,Ukraine,2023,Ukrainian,6.0,243.0,,,
I Wrote a Song,Mae Muller,United Kingdom,2023,English,25.0,24.0,,,
